organization,switch,switch_serial,port_id,port_name,enabled,,,switch,Inactive Enabled Count,Platoon,,Platoon,Count To Disable,Proposed Date,,Platoon,switch
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,2,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,10,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,11,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,13,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,15,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,16,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,18,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,22,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,25,Shoretel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,26,Shoretel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,27,Shoretel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,28,Shoretel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,31,Shoretel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,35,Static,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,36,Static,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,39,Static,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,42,Static,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,44,Static,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,46,Shortel Test,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,48,Wireless AP,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,49,,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,50,,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,51,,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-2,Q2QW-3HTH-9RBM,52,,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,1,Shortel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,2,Shortel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,3,Shortel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,4,Shortel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,5,Shortel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,6,Shortel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,7,Shortel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,8,Shortel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,9,Shortel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,10,Shortel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,11,Shortel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,12,Shortel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,25,Shortel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,26,Shoretel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,27,Shoretel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,28,Shoretel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,29,Shoretel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,30,Shoretel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,33,Shoretel,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,36,Static,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,38,Static,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,39,Static,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,40,Static,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,41,Static,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,42,Static,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,43,Static,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,44,,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,47,Wireless AP,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,50,,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,51,,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,52,,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,53,,True,,,,,,,,,,,,
BCMH,Infusion Center,Q2QW-5FSZ-948A,54,,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,5,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,7,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,10,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,14,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,18,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,24,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,28,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,29,UNV Temp Sensor,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,33,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,36,Static,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,37,FCC Nursery Basement,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,39,Static,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,43,Static,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,47,Wireless AP,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,48,Wireless AP,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,50,,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,51,,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-1,Q2QW-57X6-VKGR,52,,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,1,,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,4,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,5,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,6,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,7,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,8,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,9,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,10,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,12,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,13,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,14,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,15,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,16,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,17,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,18,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,19,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,20,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,21,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,27,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,28,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,29,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,30,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,31,Shortel,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,34,Static,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,35,Static,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,36,Static,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,39,Static,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,43,Static,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,45,Static,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,49,,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,50,,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,51,,True,,,,,,,,,,,,
BCMH,Nursery FCC Stack 1-2,Q2QW-5DLK-KFM9,52,,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,4,Shoretel,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,6,Shoretel,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,8,Shoretel,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,10,Shoretel,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,12,Shoretel,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,14,Shoretel,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,16,Shoretel,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,18,Shoretel,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,20,Shoretel,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,22,Shoretel,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,23,Shoretel,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,24,Shoretel,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,25,Shoretel,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,26,Shoretel,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,27,Shoretel,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,28,Shoretel,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,33,Static,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,34,Static,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,35,Static,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,36,Static,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,38,Static,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,39,Static,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,40,Static,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,41,Static,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,42,Static,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,43,Static,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,44,Static,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,45,Static,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,48,Wireless AP,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,50,,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,51,,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,52,,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,53,,True,,,,,,,,,,,,
BCMH,OPC Stack 1-1,Q2QW-6KQ5-9G2G,54,,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,1,Jeff Ultrasound Modality,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,3,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,6,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,9,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,13,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,14,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,15,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,16,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,17,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,21,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,24,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,25,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,26,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,27,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,28,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,30,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,32,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,34,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,35,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,36,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,37,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,38,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,41,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,42,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,44,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,47,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,48,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,50,,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,51,,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,52,,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-1,Q2QW-573X-EY3D,54,,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,2,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,3,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,8,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,9,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,10,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,11,Ultrasound Test Port,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,13,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,14,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,15,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,18,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,20,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,21,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,22,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,24,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,25,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,27,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,30,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,31,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,32,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,33,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,34,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,35,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,36,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,37,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,38,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,40,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,41,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,42,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,45,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,48,Data 130,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,49,,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,50,,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,51,,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-2,Q2QW-5E72-MBXJ,52,,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,4,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,6,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,8,7009 and RX-ERScript,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,9,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,10,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,15,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,18,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,19,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,21,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,23,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,27,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,33,Static,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,36,Static,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,38,Static,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,39,Static,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,40,Static,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,41,Static,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,42,ER Triage,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,45,Wireless AP,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,46,Static,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,48,Wireless AP,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,49,,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,50,,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,51,,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-3,Q2QW-5FE2-CB9Z,52,,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,6,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,8,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,9,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,10,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,13,UNV Temperature Sensor,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,16,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,17,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,27,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,29,ShoreTel,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,30,Static,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,31,Static,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,32,Static,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,33,Static,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,35,Static,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,39,Static,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,41,Static,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,42,Static,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,43,Static,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,46,Shortel Test,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,47,Wireless AP,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,49,,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,50,,True,,,,,,,,,,,,
BCMH,Radiology 1 Stack 1-4,Q2QW-38W3-E6Y6,51,,True,,,,,,,,,,,,
